Account Number,Explanation,Label,Gl Account String,Document Number,Document Type,Invoice_,Doc Number,Total,Invoice,address book name,business unit number,Fund,Jl Effective Date,GL Date,Credit,Debit,Sub Acct Ty Cd,Sub Acct Type,Sub Account,Batch Type,Batch Num,Batch Date,Line Number,Address Book #,Calculation 2,Vendor,Invoice Number,Invoice Date,Payment Date,Business Unit,Object Account,Object Account Descr,Je Category Name,Receipt Num,Business Unit Title (from Business Unit),Calculation,Created,JE Category Name_,last updated by
Invoice: $2042 (20241218) ESA MANAGEMENT LLC,INV 1554993980/DEC 2024-OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11600964,Invoice,1554993980,11600964,$2042.00,1554993980,ESA MANAGEMENT LLC,53902028,30216,12/18/2024,12/18/2024,$0.00,$2042.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-16DEC2024171241,12/16/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554993980,12/15/2024,12/30/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1680 (20241218) ESA MANAGEMENT LLC,INV 1554993980/DEC 2024-OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11600964,Invoice,1554993980,11600964,$1680.00,1554993980,ESA MANAGEMENT LLC,53902028,30216,12/18/2024,12/18/2024,$0.00,$1680.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-16DEC2024171241,12/16/2024,2,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554993980,12/15/2024,12/30/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $114.7 (20241227) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11608449,Invoice,1554997211,11608449,$114.70,1554997211,ESA MANAGEMENT LLC,53902028,30216,12/27/2024,12/27/2024,$0.00,$114.70,R,4% Resolution,R240490,Invoice Batch,KOFAX-27DEC2024171252,12/27/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554997211,12/22/2024,1/6/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1580 (20250106) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11613941,Invoice,1555000084,11613941,$1580.00,1555000084,ESA MANAGEMENT LLC,53902028,30216,1/6/2025,1/6/2025,$0.00,$1580.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-06JAN2025120104,1/6/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555000084,12/29/2024,1/15/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $7000 (20250106) HILLSIDE CROSSING LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11613945,Invoice,INV000003,11613945,$7000.00,INV000003,HILLSIDE CROSSING LLC,53902028,30216,1/6/2025,1/6/2025,$0.00,$7000.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-06JAN2025120104,1/6/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000003,1/2/2025,1/14/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $970 (20250128) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11633441,Invoice,1555005616,11633441,$970.00,1555005616,ESA MANAGEMENT LLC,53902028,30216,1/28/2025,1/28/2025,$0.00,$970.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-28JAN2025110118,1/28/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555005616,1/5/2025,2/3/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250123) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11630300,Invoice,PP112025,11630300,$1400.00,PP112025,THE AVE NASHVILLE LLC,53902028,30216,1/23/2025,1/23/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-23JAN2025160150,1/23/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP112025,1/6/2025,1/29/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250123) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11630301,Invoice,MH112025,11630301,$1400.00,MH112025,THE AVE NASHVILLE LLC,53902028,30216,1/23/2025,1/23/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-23JAN2025160150,1/23/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,MH112025,1/6/2025,1/29/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250123) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11630302,Invoice,EG112025,11630302,$1400.00,EG112025,THE AVE NASHVILLE LLC,53902028,30216,1/23/2025,1/23/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-23JAN2025160150,1/23/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG112025,1/6/2025,1/29/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $83631.8 (20250113) Depaul USA,OHS 5/28/24-9/27/24,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11620735,Invoice,9,11620735,$83631.80,9,Depaul USA,53902028,30216,1/13/2025,1/13/2025,$0.00,$83631.80,R,4% Resolution,R240490,Invoice Batch,KOFAX-13JAN2025140159,1/13/2025,1,1020406,"""Depaul USA""",Depaul USA,9,1/10/2025,1/27/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""Depaul USA""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $945 (20250128) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11633439,Invoice,1555009695,11633439,$945.00,1555009695,ESA MANAGEMENT LLC,53902028,30216,1/28/2025,1/28/2025,$0.00,$945.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-28JAN2025110118,1/28/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555009695,1/12/2025,2/3/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $945 (20250123) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11630314,Invoice,1555014873,11630314,$945.00,1555014873,ESA MANAGEMENT LLC,53902028,30216,1/23/2025,1/23/2025,$0.00,$945.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-23JAN2025170152,1/23/2025,2,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555014873,1/19/2025,2/3/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $-945 (20250123) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11630314,Invoice,1555014873,11630314,-$945.00,1555014873,ESA MANAGEMENT LLC,53902028,30216,1/23/2025,1/23/2025,$945.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-23JAN2025170152,1/23/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555014873,1/19/2025,2/3/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $945 (20250123) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11630314,Invoice,1555014873,11630314,$945.00,1555014873,ESA MANAGEMENT LLC,53902028,30216,1/23/2025,1/23/2025,$0.00,$945.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-23JAN2025170152,1/23/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555014873,1/19/2025,2/3/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250128) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11633578,Invoice,PP212025,11633578,$1400.00,PP212025,THE AVE NASHVILLE LLC,53902028,30216,1/28/2025,1/28/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-28JAN2025110122,1/28/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP212025,1/23/2025,2/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250128) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11633569,Invoice,EG212025,11633569,$1400.00,EG212025,THE AVE NASHVILLE LLC,53902028,30216,1/28/2025,1/28/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-28JAN2025110122,1/28/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG212025,1/23/2025,2/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250128) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11633568,Invoice,MH212025,11633568,$1400.00,MH212025,THE AVE NASHVILLE LLC,53902028,30216,1/28/2025,1/28/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-28JAN2025110122,1/28/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,MH212025,1/23/2025,2/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $765 (20250128) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11633438,Invoice,1555017472,11633438,$765.00,1555017472,ESA MANAGEMENT LLC,53902028,30216,1/28/2025,1/28/2025,$0.00,$765.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-28JAN2025110118,1/28/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555017472,1/26/2025,2/10/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $112.6 (20250430) RJ Young Company LLC,INV7331591 -12/28/24 THU 1/27/25,53902028.502701.0.R.R240490.30216.053.0.0.0,53902028.502701.0.R.R240490.30216.053.0.0.0,11725001,Invoice,INV7331591,11725001,$112.60,INV7331591,RJ Young Company LLC,53902028,30216,4/30/2025,4/30/2025,$0.00,$112.60,R,4% Resolution,R240490,Invoice Batch,KOFAX-30APR2025130450,4/30/2025,1,4777,"""RJ Young Company LLC""",RJ Young Company LLC,INV7331591,1/27/2025,5/7/2025,53902028,Printing/Binding,Printing/Binding,Purchase Invoices,,,"""RJ Young Company LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $630 (20250203) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11639802,Invoice,1555022605,11639802,$630.00,1555022605,ESA MANAGEMENT LLC,53902028,30216,2/3/2025,2/3/2025,$0.00,$630.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-03FEB2025140233,2/3/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555022605,2/2/2025,2/14/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $87026.1 (20250206) COMMUNITY CARE FELLOWSHIP,OHS 12/18/24-1/28/25,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11643786,Invoice,1,11643786,$87026.10,1,COMMUNITY CARE FELLOWSHIP,53902028,30216,2/6/2025,2/6/2025,$0.00,$87026.10,R,4% Resolution,R240490,Invoice Batch,KOFAX-06FEB2025100252,2/6/2025,1,1007670,"""COMMUNITY CARE FELLOWSHIP""",COMMUNITY CARE FELLOWSHIP,1,2/3/2025,2/18/2025,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""COMMUNITY CARE FELLOWSHIP""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $7000 (20250210) HILLSIDE CROSSING LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11646786,Invoice,INV000044,11646786,$7000.00,INV000044,HILLSIDE CROSSING LLC,53902028,30216,2/10/2025,2/10/2025,$0.00,$7000.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-10FEB2025150258,2/10/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000044,2/3/2025,2/14/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $630 (20250210) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11646787,Invoice,1555024547,11646787,$630.00,1555024547,ESA MANAGEMENT LLC,53902028,30216,2/10/2025,2/10/2025,$0.00,$630.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-10FEB2025150258,2/10/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555024547,2/9/2025,2/24/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $97297.67 (20250211) Depaul USA,OHS 5/28/24-9/27/24,53902028.502229.0.R.R240490.30216.053.0.0.0,53902028.502229.0.R.R240490.30216.053.0.0.0,11648032,Invoice,10,11648032,$97297.67,10,Depaul USA,53902028,30216,2/11/2025,2/11/2025,$0.00,$97297.67,R,4% Resolution,R240490,Invoice Batch,KOFAX-11FEB2025150217,2/11/2025,1,1020406,"""Depaul USA""",Depaul USA,10,2/10/2025,2/19/2025,53902028,Management Consultant,Management Consultant,Purchase Invoices,,,"""Depaul USA""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $93312.5 (20250311) COMMUNITY CARE FELLOWSHIP,OHS 1/1/25-1/31/25,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11674087,Invoice,2A,11674087,$93312.50,2A,COMMUNITY CARE FELLOWSHIP,53902028,30216,3/11/2025,3/11/2025,$0.00,$93312.50,R,4% Resolution,R240490,Invoice Batch,KOFAX-11MAR2025160352,3/11/2025,1,1007670,"""COMMUNITY CARE FELLOWSHIP""",COMMUNITY CARE FELLOWSHIP,2A,2/12/2025,3/19/2025,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""COMMUNITY CARE FELLOWSHIP""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
"Invoice: $97.9 (20250214) ""Gordon Food Service, Inc.""",OHS,53902028.503210.0.R.R240490.30216.053.0.0.0,53902028.503210.0.R.R240490.30216.053.0.0.0,11652056,Invoice,916174580,11652056,$97.90,916174580,"Gordon Food Service, Inc.",53902028,30216,2/14/2025,2/14/2025,$0.00,$97.90,R,4% Resolution,R240490,Invoice Batch,KOFAX-14FEB2025130253,2/14/2025,1,12122,"""Gordon Food Service, Inc.""","""Gordon Food Service, Inc.""",916174580,2/14/2025,3/14/2025,53902028,Food & Ice,Food & Ice,Purchase Invoices,,,"""Gordon Food Service, Inc.""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $630 (20250218) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11654187,Invoice,1555028242,11654187,$630.00,1555028242,ESA MANAGEMENT LLC,53902028,30216,2/18/2025,2/18/2025,$0.00,$630.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18FEB2025160257,2/18/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555028242,2/16/2025,3/3/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250225) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11660440,Invoice,EG312025,11660440,$1400.00,EG312025,THE AVE NASHVILLE LLC,53902028,30216,2/25/2025,2/25/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-25FEB2025170200,2/25/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG312025,2/21/2025,3/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $-1400 (20250225) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11660438,Invoice,PP312025,11660438,-$1400.00,PP312025,THE AVE NASHVILLE LLC,53902028,30216,2/25/2025,2/25/2025,$1400.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-25FEB2025170200,2/25/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP312025,2/21/2025,3/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250225) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11660439,Invoice,MH312025,11660439,$1400.00,MH312025,THE AVE NASHVILLE LLC,53902028,30216,2/25/2025,2/25/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-25FEB2025170200,2/25/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,MH312025,2/21/2025,3/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250225) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11660438,Invoice,PP312025,11660438,$1400.00,PP312025,THE AVE NASHVILLE LLC,53902028,30216,2/25/2025,2/25/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-25FEB2025170200,2/25/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP312025,2/21/2025,3/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250225) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11660438,Invoice,PP312025,11660438,$1400.00,PP312025,THE AVE NASHVILLE LLC,53902028,30216,2/25/2025,2/25/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-25FEB2025170200,2/25/2025,2,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP312025,2/21/2025,3/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $630 (20250224) ESA MANAGEMENT LLC,INV#1555032089 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11658266,Invoice,1555032089,11658266,$630.00,1555032089,ESA MANAGEMENT LLC,53902028,30216,2/24/2025,2/24/2025,$0.00,$630.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-24FEB2025100224,2/24/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555032089,2/23/2025,3/10/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $7000 (20250226) HILLSIDE CROSSING LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11662244,Invoice,INV000050,11662244,$7000.00,INV000050,HILLSIDE CROSSING LLC,53902028,30216,2/26/2025,2/26/2025,$0.00,$7000.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-26FEB2025160210,2/26/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000050,2/26/2025,3/5/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $87053.59 (20250310) Depaul USA,OHS 5/28/24-9/27/24,53902028.502229.0.R.R240490.30216.053.0.0.0,53902028.502229.0.R.R240490.30216.053.0.0.0,11673013,Invoice,11,11673013,$87053.59,11,Depaul USA,53902028,30216,3/10/2025,3/10/2025,$0.00,$87053.59,R,4% Resolution,R240490,Invoice Batch,KOFAX-10MAR2025170331,3/10/2025,1,1020406,"""Depaul USA""",Depaul USA,11,3/10/2025,3/28/2025,53902028,Management Consultant,Management Consultant,Purchase Invoices,,,"""Depaul USA""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $55562.5 (20250401) COMMUNITY CARE FELLOWSHIP,OHS 2/9/25-2/28/25,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11693806,Invoice,3A,11693806,$55562.50,3A,COMMUNITY CARE FELLOWSHIP,53902028,30216,4/1/2025,4/1/2025,$0.00,$55562.50,R,4% Resolution,R240490,Invoice Batch,KOFAX-01APR2025170412,4/1/2025,1,1007670,"""COMMUNITY CARE FELLOWSHIP""",COMMUNITY CARE FELLOWSHIP,3A,3/14/2025,4/8/2025,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""COMMUNITY CARE FELLOWSHIP""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250320) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11682845,Invoice,PP412025,11682845,$1400.00,PP412025,THE AVE NASHVILLE LLC,53902028,30216,3/20/2025,3/20/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-20MAR2025100356,3/20/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP412025,3/18/2025,3/26/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250320) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11682846,Invoice,MH412025,11682846,$1400.00,MH412025,THE AVE NASHVILLE LLC,53902028,30216,3/20/2025,3/20/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-20MAR2025100356,3/20/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,MH412025,3/18/2025,3/26/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
